[2025-05-13 09:07:12] State: uit, Confidence: 99.61%
[2025-06-04 22:55:53] State: uit, Confidence: 99.61%
[2025-06-04 22:55:55] State: uit, Confidence: 99.61%
[2025-06-04 22:55:58] State: uit, Confidence: 99.61%
[2025-06-04 22:56:01] State: uit, Confidence: 99.61%
[2025-06-04 22:56:03] State: uit, Confidence: 99.61%
[2025-06-04 22:56:06] State: uit, Confidence: 99.61%
[2025-06-04 22:56:08] State: uit, Confidence: 99.61%
[2025-06-04 22:56:11] State: uit, Confidence: 99.61%
[2025-06-04 22:56:13] State: uit, Confidence: 99.61%
[2025-06-04 22:56:16] State: uit, Confidence: 99.61%
[2025-06-04 22:56:18] State: uit, Confidence: 99.61%
[2025-06-04 22:56:21] State: uit, Confidence: 99.61%
[2025-06-04 22:56:23] State: uit, Confidence: 99.61%
[2025-06-04 22:56:26] State: uit, Confidence: 99.61%
[2025-06-04 22:56:28] State: uit, Confidence: 99.61%
[2025-06-04 22:56:31] State: uit, Confidence: 99.61%
[2025-06-04 22:56:33] State: uit, Confidence: 99.61%
[2025-06-04 22:56:36] State: uit, Confidence: 99.61%
[2025-06-04 22:56:38] State: uit, Confidence: 99.61%
[2025-06-04 22:56:41] State: uit, Confidence: 99.61%
[2025-06-04 22:56:43] State: uit, Confidence: 99.61%
[2025-06-04 22:56:46] State: uit, Confidence: 99.61%
[2025-06-04 22:56:48] State: uit, Confidence: 99.61%
[2025-06-04 22:56:51] State: uit, Confidence: 99.61%
[2025-06-04 22:56:53] State: uit, Confidence: 99.61%
[2025-06-04 22:56:56] State: uit, Confidence: 99.61%
[2025-06-04 22:56:58] State: uit, Confidence: 99.61%
[2025-06-04 22:57:01] State: uit, Confidence: 99.61%
[2025-06-04 22:57:04] State: uit, Confidence: 99.61%
[2025-06-04 22:57:06] State: uit, Confidence: 99.61%
[2025-06-04 22:57:09] State: uit, Confidence: 99.61%
[2025-06-04 22:57:11] State: uit, Confidence: 99.61%
[2025-06-04 22:57:14] State: uit, Confidence: 99.61%
[2025-06-04 22:57:16] State: uit, Confidence: 99.61%
[2025-06-04 22:57:19] State: uit, Confidence: 99.61%
[2025-06-04 22:57:21] State: uit, Confidence: 99.61%
[2025-06-04 22:57:24] State: uit, Confidence: 99.61%
[2025-06-04 22:57:26] State: uit, Confidence: 99.61%
[2025-06-04 22:57:29] State: uit, Confidence: 99.61%
[2025-06-04 22:57:31] State: uit, Confidence: 99.61%
[2025-06-04 22:57:34] State: uit, Confidence: 99.61%
[2025-06-04 22:57:36] State: uit, Confidence: 99.61%
[2025-06-04 22:57:39] State: uit, Confidence: 99.61%
[2025-06-04 22:57:41] State: uit, Confidence: 99.61%
[2025-06-04 22:57:44] State: uit, Confidence: 99.61%
[2025-06-04 22:57:46] State: uit, Confidence: 99.61%
[2025-06-04 22:57:49] State: uit, Confidence: 99.61%
[2025-06-04 22:57:51] State: uit, Confidence: 99.61%
[2025-06-04 22:57:54] State: uit, Confidence: 99.61%
[2025-06-04 22:57:57] State: uit, Confidence: 99.61%
[2025-06-04 22:57:59] State: uit, Confidence: 99.61%
[2025-06-04 22:58:02] State: uit, Confidence: 99.61%
[2025-06-04 22:58:04] State: uit, Confidence: 99.61%
[2025-06-04 22:58:07] State: uit, Confidence: 99.61%
[2025-06-04 22:58:09] State: uit, Confidence: 99.61%
[2025-06-04 22:58:12] State: uit, Confidence: 99.61%
[2025-06-04 22:58:14] State: uit, Confidence: 99.61%
[2025-06-04 22:58:17] State: uit, Confidence: 99.61%
[2025-06-04 22:58:19] State: uit, Confidence: 99.61%
[2025-06-04 22:58:22] State: uit, Confidence: 99.61%
[2025-06-04 22:58:24] State: uit, Confidence: 99.61%
[2025-06-04 22:58:27] State: uit, Confidence: 99.61%
[2025-06-04 22:58:29] State: uit, Confidence: 99.61%
[2025-06-04 22:58:32] State: uit, Confidence: 99.61%
[2025-06-04 22:58:34] State: uit, Confidence: 99.61%
[2025-06-04 22:58:37] State: uit, Confidence: 99.61%
[2025-06-04 22:58:39] State: uit, Confidence: 99.61%
[2025-06-04 22:58:42] State: uit, Confidence: 99.61%
[2025-06-04 22:58:44] State: uit, Confidence: 99.61%
[2025-06-04 22:58:47] State: uit, Confidence: 99.61%
[2025-06-04 22:58:49] State: uit, Confidence: 99.61%
[2025-06-04 22:58:52] State: uit, Confidence: 99.61%
[2025-06-04 22:58:55] State: uit, Confidence: 99.61%
[2025-06-04 22:58:57] State: uit, Confidence: 99.61%
[2025-06-04 22:59:00] State: uit, Confidence: 99.61%
[2025-06-04 22:59:02] State: uit, Confidence: 99.61%
[2025-06-04 22:59:05] State: uit, Confidence: 99.61%
[2025-06-04 22:59:07] State: uit, Confidence: 99.61%
[2025-06-04 22:59:10] State: uit, Confidence: 99.61%
[2025-06-04 22:59:12] State: uit, Confidence: 99.61%
[2025-06-04 22:59:15] State: uit, Confidence: 99.61%
[2025-06-04 22:59:17] State: uit, Confidence: 99.61%
[2025-06-04 22:59:20] State: uit, Confidence: 99.61%
[2025-06-04 22:59:22] State: uit, Confidence: 99.61%
[2025-06-04 22:59:25] State: uit, Confidence: 99.61%
[2025-06-04 22:59:27] State: uit, Confidence: 99.61%
[2025-06-04 22:59:30] State: uit, Confidence: 99.61%
[2025-06-04 22:59:32] State: uit, Confidence: 99.61%
[2025-06-04 22:59:35] State: uit, Confidence: 99.61%
[2025-06-04 22:59:37] State: uit, Confidence: 99.61%
[2025-06-04 22:59:40] State: uit, Confidence: 99.61%
[2025-06-04 22:59:42] State: uit, Confidence: 99.61%
[2025-06-04 22:59:45] State: uit, Confidence: 99.61%
[2025-06-04 22:59:47] State: uit, Confidence: 99.61%
[2025-06-04 22:59:50] State: uit, Confidence: 99.61%
[2025-06-04 22:59:53] State: uit, Confidence: 99.61%
[2025-06-04 22:59:55] State: uit, Confidence: 99.61%
[2025-06-04 22:59:58] State: uit, Confidence: 99.61%
[2025-06-04 23:00:00] State: uit, Confidence: 99.61%
[2025-06-04 23:00:03] State: uit, Confidence: 99.61%
[2025-06-04 23:00:05] State: uit, Confidence: 99.61%
[2025-06-04 23:00:08] State: uit, Confidence: 99.61%
[2025-06-04 23:00:10] State: uit, Confidence: 99.61%
[2025-06-04 23:00:13] State: uit, Confidence: 99.61%
[2025-06-04 23:00:15] State: uit, Confidence: 99.61%
[2025-06-04 23:00:18] State: uit, Confidence: 99.61%
[2025-06-04 23:00:20] State: uit, Confidence: 99.61%
[2025-06-04 23:00:23] State: uit, Confidence: 99.61%
[2025-06-04 23:00:25] State: uit, Confidence: 99.61%
[2025-06-04 23:00:28] State: uit, Confidence: 99.61%
[2025-06-04 23:00:30] State: uit, Confidence: 99.61%
[2025-06-04 23:00:33] State: uit, Confidence: 99.61%
[2025-06-04 23:00:35] State: uit, Confidence: 99.61%
[2025-06-04 23:00:38] State: uit, Confidence: 99.61%
[2025-06-04 23:00:40] State: uit, Confidence: 99.61%
[2025-06-04 23:00:43] State: uit, Confidence: 99.61%
[2025-06-04 23:00:45] State: uit, Confidence: 99.61%
[2025-06-04 23:00:48] State: uit, Confidence: 99.61%
[2025-06-04 23:00:51] State: uit, Confidence: 99.61%
[2025-06-04 23:00:53] State: uit, Confidence: 99.61%
[2025-06-04 23:00:56] State: uit, Confidence: 99.61%
[2025-06-04 23:00:58] State: uit, Confidence: 99.61%
[2025-06-04 23:01:01] State: uit, Confidence: 99.61%
[2025-06-04 23:01:03] State: uit, Confidence: 99.61%
[2025-06-04 23:01:06] State: uit, Confidence: 99.61%
[2025-06-04 23:01:08] State: uit, Confidence: 99.61%
[2025-06-04 23:01:11] State: uit, Confidence: 99.61%
[2025-06-04 23:01:13] State: uit, Confidence: 99.61%
[2025-06-04 23:01:16] State: uit, Confidence: 99.61%
[2025-06-04 23:01:18] State: uit, Confidence: 99.61%
[2025-06-04 23:01:21] State: uit, Confidence: 99.61%
[2025-06-04 23:01:23] State: uit, Confidence: 99.61%
[2025-06-04 23:01:26] State: uit, Confidence: 99.61%
[2025-06-04 23:01:28] State: uit, Confidence: 99.61%
[2025-06-04 23:01:31] State: uit, Confidence: 99.61%
[2025-06-04 23:01:33] State: uit, Confidence: 99.61%
[2025-06-04 23:01:36] State: uit, Confidence: 99.61%
[2025-06-04 23:01:38] State: uit, Confidence: 99.61%
[2025-06-04 23:01:41] State: uit, Confidence: 99.61%
[2025-06-04 23:01:43] State: uit, Confidence: 99.61%
[2025-06-04 23:01:46] State: uit, Confidence: 99.61%
[2025-06-04 23:01:49] State: uit, Confidence: 99.61%
[2025-06-04 23:01:51] State: uit, Confidence: 99.61%
[2025-06-04 23:01:54] State: uit, Confidence: 99.61%
[2025-06-04 23:01:56] State: uit, Confidence: 99.61%
[2025-06-04 23:01:59] State: uit, Confidence: 99.61%
[2025-06-04 23:02:01] State: uit, Confidence: 99.61%
[2025-06-04 23:02:04] State: uit, Confidence: 99.61%
[2025-06-04 23:02:06] State: uit, Confidence: 99.61%
[2025-06-04 23:02:09] State: uit, Confidence: 99.61%
[2025-06-04 23:02:11] State: uit, Confidence: 99.61%
[2025-06-04 23:02:14] State: uit, Confidence: 99.61%
[2025-06-04 23:02:16] State: uit, Confidence: 99.61%
[2025-06-04 23:02:19] State: uit, Confidence: 99.61%
[2025-06-04 23:02:21] State: uit, Confidence: 99.61%
[2025-06-04 23:02:24] State: uit, Confidence: 99.61%
[2025-06-04 23:02:26] State: uit, Confidence: 99.61%
[2025-06-04 23:02:29] State: uit, Confidence: 99.61%
[2025-06-04 23:02:31] State: uit, Confidence: 99.61%
[2025-06-04 23:02:34] State: uit, Confidence: 99.61%
[2025-06-04 23:02:36] State: uit, Confidence: 99.61%
[2025-06-04 23:02:39] State: uit, Confidence: 99.61%
[2025-06-04 23:02:41] State: uit, Confidence: 99.61%
[2025-06-04 23:02:44] State: uit, Confidence: 99.61%
[2025-06-04 23:02:47] State: uit, Confidence: 99.61%
[2025-06-04 23:02:49] State: uit, Confidence: 99.61%
[2025-06-04 23:02:52] State: uit, Confidence: 99.61%
[2025-06-04 23:02:54] State: uit, Confidence: 99.61%
[2025-06-04 23:02:57] State: uit, Confidence: 99.61%
[2025-06-04 23:02:59] State: uit, Confidence: 99.61%
[2025-06-04 23:03:02] State: uit, Confidence: 99.61%
[2025-06-04 23:03:04] State: uit, Confidence: 99.61%
[2025-06-04 23:03:07] State: uit, Confidence: 99.61%
[2025-06-04 23:03:09] State: uit, Confidence: 99.61%
[2025-06-04 23:03:12] State: uit, Confidence: 99.61%
[2025-06-04 23:03:14] State: uit, Confidence: 99.61%
[2025-06-04 23:03:17] State: uit, Confidence: 99.61%
[2025-06-04 23:03:19] State: uit, Confidence: 99.61%
[2025-06-04 23:03:22] State: uit, Confidence: 99.61%
[2025-06-04 23:03:24] State: uit, Confidence: 99.61%
[2025-06-04 23:03:27] State: uit, Confidence: 99.61%
[2025-06-04 23:03:29] State: uit, Confidence: 99.61%
[2025-06-04 23:03:32] State: uit, Confidence: 99.61%
[2025-06-04 23:03:34] State: uit, Confidence: 99.61%
[2025-06-04 23:03:37] State: uit, Confidence: 99.61%
[2025-06-04 23:03:40] State: uit, Confidence: 99.61%
[2025-06-04 23:03:42] State: uit, Confidence: 99.61%
[2025-06-04 23:03:45] State: uit, Confidence: 99.61%
[2025-06-04 23:03:47] State: uit, Confidence: 99.61%
[2025-06-04 23:03:50] State: uit, Confidence: 99.61%
[2025-06-04 23:03:52] State: uit, Confidence: 99.61%
[2025-06-04 23:03:55] State: uit, Confidence: 99.61%
[2025-06-04 23:03:57] State: uit, Confidence: 99.61%
[2025-06-04 23:04:00] State: uit, Confidence: 99.61%
[2025-06-04 23:04:02] State: uit, Confidence: 99.61%
[2025-06-04 23:04:05] State: uit, Confidence: 99.61%
[2025-06-04 23:04:07] State: uit, Confidence: 99.61%
[2025-06-04 23:04:10] State: uit, Confidence: 99.61%
[2025-06-04 23:04:12] State: uit, Confidence: 99.61%
[2025-06-04 23:04:15] State: uit, Confidence: 99.61%
[2025-06-04 23:04:17] State: uit, Confidence: 99.61%
[2025-06-04 23:04:20] State: uit, Confidence: 99.61%
[2025-06-04 23:04:22] State: uit, Confidence: 99.61%
[2025-06-04 23:04:25] State: uit, Confidence: 99.61%
[2025-06-04 23:04:27] State: uit, Confidence: 99.61%
[2025-06-04 23:04:30] State: uit, Confidence: 99.61%
[2025-06-04 23:04:32] State: uit, Confidence: 99.61%
[2025-06-04 23:04:35] State: uit, Confidence: 99.61%
[2025-06-04 23:04:38] State: uit, Confidence: 99.61%
[2025-06-04 23:04:40] State: uit, Confidence: 99.61%
[2025-06-04 23:04:43] State: uit, Confidence: 99.61%
[2025-06-04 23:04:45] State: uit, Confidence: 99.61%
[2025-06-04 23:04:48] State: uit, Confidence: 99.61%
[2025-06-04 23:04:50] State: uit, Confidence: 99.61%
[2025-06-04 23:04:53] State: uit, Confidence: 99.61%
[2025-06-04 23:04:55] State: uit, Confidence: 99.61%
[2025-06-04 23:04:58] State: uit, Confidence: 99.61%
[2025-06-04 23:05:00] State: uit, Confidence: 99.61%
[2025-06-04 23:05:03] State: uit, Confidence: 99.61%
[2025-06-04 23:05:05] State: uit, Confidence: 99.61%
[2025-06-04 23:05:08] State: uit, Confidence: 99.61%
[2025-06-04 23:05:10] State: uit, Confidence: 99.61%
[2025-06-04 23:05:13] State: uit, Confidence: 99.61%
[2025-06-04 23:05:15] State: uit, Confidence: 99.61%
[2025-06-04 23:05:18] State: uit, Confidence: 99.61%
[2025-06-04 23:05:20] State: uit, Confidence: 99.61%
[2025-06-04 23:05:23] State: uit, Confidence: 99.61%
[2025-06-04 23:05:25] State: uit, Confidence: 99.61%
[2025-06-04 23:05:28] State: uit, Confidence: 99.61%
[2025-06-04 23:05:30] State: uit, Confidence: 99.61%
[2025-06-04 23:05:33] State: uit, Confidence: 99.61%
[2025-06-04 23:05:36] State: uit, Confidence: 99.61%
[2025-06-04 23:05:38] State: uit, Confidence: 99.61%
[2025-06-04 23:05:41] State: uit, Confidence: 99.61%
[2025-06-04 23:05:43] State: uit, Confidence: 99.61%
[2025-06-04 23:05:46] State: uit, Confidence: 99.61%
[2025-06-04 23:05:48] State: uit, Confidence: 99.61%
[2025-06-04 23:05:51] State: uit, Confidence: 99.61%
[2025-06-04 23:05:53] State: uit, Confidence: 99.61%
[2025-06-04 23:05:56] State: uit, Confidence: 99.61%
[2025-06-04 23:05:58] State: uit, Confidence: 99.61%
[2025-06-04 23:06:01] State: uit, Confidence: 99.61%
[2025-06-04 23:06:03] State: uit, Confidence: 99.61%
[2025-06-04 23:06:06] State: uit, Confidence: 99.61%
[2025-06-04 23:06:08] State: uit, Confidence: 99.61%
[2025-06-04 23:06:11] State: uit, Confidence: 99.61%
[2025-06-04 23:06:13] State: uit, Confidence: 99.61%
[2025-06-04 23:06:16] State: uit, Confidence: 99.61%
[2025-06-04 23:06:18] State: uit, Confidence: 99.61%
[2025-06-04 23:06:21] State: uit, Confidence: 99.61%
[2025-06-04 23:06:23] State: uit, Confidence: 99.61%
[2025-06-04 23:06:26] State: uit, Confidence: 99.61%
[2025-06-04 23:06:28] State: uit, Confidence: 99.61%
[2025-06-04 23:06:31] State: uit, Confidence: 99.61%
[2025-06-04 23:06:34] State: uit, Confidence: 99.61%
[2025-06-04 23:06:36] State: uit, Confidence: 99.61%
[2025-06-04 23:06:39] State: uit, Confidence: 99.61%
[2025-06-04 23:06:41] State: uit, Confidence: 99.61%
[2025-06-04 23:06:44] State: uit, Confidence: 99.61%
[2025-06-04 23:06:46] State: uit, Confidence: 99.61%
[2025-06-04 23:06:49] State: uit, Confidence: 99.61%
[2025-06-04 23:06:51] State: uit, Confidence: 99.61%
[2025-06-04 23:06:54] State: uit, Confidence: 99.61%
[2025-06-04 23:06:56] State: abnormaal, Confidence: 99.61%
[2025-06-04 23:06:59] State: abnormaal, Confidence: 99.61%
[2025-06-04 23:07:01] State: uit, Confidence: 99.61%
[2025-06-04 23:07:04] State: uit, Confidence: 99.61%
[2025-06-04 23:07:06] State: uit, Confidence: 99.61%
[2025-06-04 23:07:09] State: uit, Confidence: 99.61%
[2025-06-04 23:07:11] State: uit, Confidence: 99.61%
[2025-06-04 23:07:14] State: uit, Confidence: 99.61%
[2025-06-04 23:07:16] State: uit, Confidence: 99.61%
[2025-06-04 23:07:19] State: uit, Confidence: 99.61%
[2025-06-04 23:07:21] State: uit, Confidence: 99.61%
[2025-06-04 23:07:24] State: uit, Confidence: 99.61%
[2025-06-04 23:07:26] State: uit, Confidence: 99.61%
[2025-06-04 23:07:29] State: uit, Confidence: 99.61%
[2025-06-04 23:07:32] State: uit, Confidence: 99.61%
[2025-06-04 23:07:34] State: uit, Confidence: 99.61%
[2025-06-04 23:07:37] State: uit, Confidence: 99.61%
[2025-06-04 23:07:39] State: uit, Confidence: 99.61%
[2025-06-04 23:07:42] State: uit, Confidence: 99.61%
[2025-06-04 23:07:44] State: uit, Confidence: 99.61%
[2025-06-04 23:07:47] State: uit, Confidence: 99.61%
[2025-06-04 23:07:49] State: uit, Confidence: 99.61%
[2025-06-04 23:07:52] State: uit, Confidence: 99.61%
[2025-06-04 23:07:54] State: uit, Confidence: 99.61%
[2025-06-04 23:07:57] State: uit, Confidence: 99.61%
[2025-06-04 23:07:59] State: uit, Confidence: 99.61%
[2025-06-04 23:08:02] State: uit, Confidence: 99.61%
[2025-06-04 23:08:04] State: uit, Confidence: 99.61%
[2025-06-04 23:08:07] State: uit, Confidence: 99.61%
[2025-06-04 23:08:09] State: uit, Confidence: 99.61%
[2025-06-04 23:08:12] State: uit, Confidence: 99.61%
[2025-06-04 23:08:14] State: uit, Confidence: 99.61%
[2025-06-04 23:08:17] State: uit, Confidence: 99.61%
[2025-06-04 23:08:19] State: uit, Confidence: 99.61%
[2025-06-04 23:08:22] State: uit, Confidence: 99.61%
[2025-06-04 23:08:24] State: uit, Confidence: 99.61%
[2025-06-04 23:08:27] State: uit, Confidence: 99.61%
[2025-06-04 23:08:30] State: uit, Confidence: 99.61%
[2025-06-04 23:08:32] State: uit, Confidence: 99.61%
[2025-06-04 23:08:35] State: uit, Confidence: 99.61%
[2025-06-04 23:08:37] State: uit, Confidence: 99.61%
[2025-06-04 23:08:40] State: uit, Confidence: 99.61%
[2025-06-04 23:08:42] State: uit, Confidence: 99.61%
[2025-06-04 23:08:45] State: uit, Confidence: 99.61%
[2025-06-04 23:08:47] State: uit, Confidence: 99.61%
[2025-06-04 23:08:50] State: uit, Confidence: 99.61%
[2025-06-04 23:08:52] State: uit, Confidence: 99.61%
[2025-06-04 23:08:55] State: uit, Confidence: 99.61%
[2025-06-04 23:08:57] State: uit, Confidence: 99.61%
[2025-06-04 23:09:00] State: uit, Confidence: 99.61%
[2025-06-04 23:09:02] State: uit, Confidence: 99.61%
[2025-06-04 23:09:05] State: uit, Confidence: 99.61%
[2025-06-04 23:09:07] State: uit, Confidence: 99.61%
[2025-06-04 23:09:10] State: uit, Confidence: 99.61%
[2025-06-04 23:09:12] State: uit, Confidence: 99.61%
[2025-06-04 23:09:15] State: uit, Confidence: 99.61%
[2025-06-04 23:09:17] State: uit, Confidence: 99.61%
[2025-06-04 23:09:20] State: uit, Confidence: 99.61%
[2025-06-04 23:09:22] State: uit, Confidence: 99.61%
[2025-06-04 23:09:25] State: uit, Confidence: 99.61%
[2025-06-04 23:09:28] State: uit, Confidence: 99.61%
[2025-06-04 23:09:30] State: uit, Confidence: 99.61%
[2025-06-04 23:09:33] State: uit, Confidence: 99.61%
[2025-06-04 23:09:35] State: uit, Confidence: 99.61%
[2025-06-04 23:09:38] State: uit, Confidence: 99.61%
[2025-06-04 23:09:40] State: uit, Confidence: 99.61%
[2025-06-04 23:09:43] State: uit, Confidence: 99.61%
[2025-06-04 23:09:45] State: uit, Confidence: 99.61%
[2025-06-04 23:09:48] State: uit, Confidence: 99.61%
[2025-06-04 23:09:50] State: uit, Confidence: 99.61%
[2025-06-04 23:09:53] State: uit, Confidence: 99.61%
[2025-06-04 23:09:55] State: uit, Confidence: 99.61%
[2025-06-04 23:09:58] State: uit, Confidence: 99.61%
[2025-06-04 23:10:00] State: uit, Confidence: 99.61%
[2025-06-04 23:10:03] State: uit, Confidence: 99.61%
[2025-06-04 23:10:05] State: uit, Confidence: 99.61%
[2025-06-04 23:10:08] State: uit, Confidence: 99.61%
[2025-06-04 23:10:10] State: uit, Confidence: 99.61%
[2025-06-04 23:10:13] State: uit, Confidence: 99.61%
[2025-06-04 23:10:15] State: uit, Confidence: 99.61%
[2025-06-04 23:10:18] State: uit, Confidence: 99.61%
[2025-06-04 23:10:21] State: uit, Confidence: 99.61%
[2025-06-04 23:10:23] State: uit, Confidence: 99.61%
[2025-06-04 23:10:26] State: uit, Confidence: 99.61%
[2025-06-04 23:10:28] State: uit, Confidence: 99.61%
[2025-06-04 23:10:31] State: uit, Confidence: 99.61%
[2025-06-04 23:10:33] State: uit, Confidence: 99.61%
[2025-06-04 23:10:36] State: uit, Confidence: 99.61%
[2025-06-04 23:10:38] State: uit, Confidence: 99.61%
[2025-06-04 23:10:41] State: uit, Confidence: 99.61%
[2025-06-04 23:10:43] State: uit, Confidence: 99.61%
[2025-06-04 23:10:46] State: uit, Confidence: 99.61%
[2025-06-04 23:10:48] State: uit, Confidence: 99.61%
[2025-06-04 23:10:51] State: uit, Confidence: 99.61%
[2025-06-04 23:10:53] State: uit, Confidence: 99.61%
[2025-06-04 23:10:56] State: uit, Confidence: 99.61%
[2025-06-04 23:10:58] State: uit, Confidence: 99.61%
[2025-06-04 23:11:01] State: uit, Confidence: 99.61%
[2025-06-04 23:11:03] State: uit, Confidence: 99.61%
[2025-06-04 23:11:06] State: uit, Confidence: 99.61%
[2025-06-04 23:11:08] State: uit, Confidence: 99.61%
[2025-06-04 23:11:11] State: uit, Confidence: 99.61%
[2025-06-04 23:11:13] State: uit, Confidence: 99.61%
[2025-06-04 23:11:16] State: uit, Confidence: 99.61%
[2025-06-04 23:11:19] State: uit, Confidence: 99.61%
[2025-06-04 23:11:21] State: uit, Confidence: 99.61%
[2025-06-04 23:11:24] State: uit, Confidence: 99.61%
[2025-06-04 23:11:26] State: uit, Confidence: 99.61%
[2025-06-04 23:11:29] State: uit, Confidence: 99.61%
[2025-06-04 23:11:31] State: uit, Confidence: 99.61%
[2025-06-04 23:11:34] State: uit, Confidence: 99.61%
[2025-06-04 23:11:36] State: uit, Confidence: 99.61%
[2025-06-04 23:11:39] State: uit, Confidence: 99.61%
[2025-06-04 23:11:41] State: uit, Confidence: 99.61%
[2025-06-04 23:11:44] State: uit, Confidence: 99.61%
[2025-06-04 23:11:46] State: uit, Confidence: 99.61%
[2025-06-04 23:11:49] State: uit, Confidence: 99.61%
[2025-06-04 23:11:51] State: uit, Confidence: 99.61%
[2025-06-04 23:11:54] State: uit, Confidence: 99.61%
[2025-06-04 23:11:56] State: uit, Confidence: 99.61%
[2025-06-04 23:11:59] State: uit, Confidence: 99.61%
[2025-06-04 23:12:01] State: uit, Confidence: 99.61%
[2025-06-04 23:12:04] State: uit, Confidence: 99.61%
[2025-06-04 23:12:06] State: uit, Confidence: 99.61%
[2025-06-04 23:12:09] State: uit, Confidence: 99.61%
[2025-06-04 23:12:11] State: uit, Confidence: 99.61%
[2025-06-04 23:12:14] State: uit, Confidence: 99.61%
[2025-06-04 23:12:17] State: uit, Confidence: 99.61%
[2025-06-04 23:12:19] State: uit, Confidence: 99.61%
[2025-06-04 23:12:22] State: uit, Confidence: 99.61%
[2025-06-04 23:12:24] State: uit, Confidence: 99.61%
[2025-06-04 23:12:27] State: uit, Confidence: 99.61%
[2025-06-04 23:12:29] State: uit, Confidence: 99.61%
[2025-06-04 23:12:32] State: uit, Confidence: 99.61%
[2025-06-04 23:12:34] State: uit, Confidence: 99.61%
[2025-06-04 23:12:37] State: uit, Confidence: 99.61%
[2025-06-04 23:12:39] State: uit, Confidence: 99.61%
[2025-06-04 23:12:42] State: uit, Confidence: 99.61%
[2025-06-04 23:12:44] State: uit, Confidence: 99.61%
[2025-06-04 23:12:47] State: uit, Confidence: 99.61%
[2025-06-04 23:12:49] State: uit, Confidence: 99.61%
[2025-06-04 23:12:52] State: uit, Confidence: 99.61%
[2025-06-04 23:12:54] State: uit, Confidence: 99.61%
[2025-06-04 23:12:57] State: uit, Confidence: 99.61%
[2025-06-04 23:12:59] State: uit, Confidence: 99.61%
[2025-06-04 23:13:02] State: uit, Confidence: 99.61%
[2025-06-04 23:13:04] State: uit, Confidence: 99.61%
[2025-06-04 23:13:07] State: uit, Confidence: 99.61%
[2025-06-04 23:13:09] State: uit, Confidence: 99.61%
[2025-06-04 23:13:12] State: uit, Confidence: 99.61%
[2025-06-04 23:13:15] State: uit, Confidence: 99.61%
[2025-06-04 23:13:17] State: uit, Confidence: 99.61%
[2025-06-04 23:13:20] State: uit, Confidence: 99.61%
[2025-06-04 23:13:22] State: uit, Confidence: 99.61%
[2025-06-04 23:13:25] State: uit, Confidence: 99.61%
[2025-06-04 23:13:27] State: uit, Confidence: 99.61%
[2025-06-04 23:13:30] State: uit, Confidence: 99.61%
[2025-06-04 23:13:32] State: uit, Confidence: 99.61%
[2025-06-04 23:13:35] State: uit, Confidence: 99.61%
[2025-06-04 23:13:37] State: uit, Confidence: 99.61%
[2025-06-04 23:13:40] State: uit, Confidence: 99.61%
[2025-06-04 23:13:42] State: uit, Confidence: 99.61%
[2025-06-04 23:13:45] State: uit, Confidence: 99.61%
[2025-06-04 23:13:47] State: uit, Confidence: 99.61%
[2025-06-04 23:13:50] State: uit, Confidence: 99.61%
[2025-06-04 23:13:52] State: uit, Confidence: 99.61%
[2025-06-04 23:13:55] State: uit, Confidence: 99.61%
[2025-06-04 23:13:57] State: uit, Confidence: 99.61%
[2025-06-04 23:14:00] State: uit, Confidence: 99.61%
[2025-06-04 23:14:02] State: uit, Confidence: 99.61%
[2025-06-04 23:14:05] State: uit, Confidence: 99.61%
[2025-06-04 23:14:08] State: uit, Confidence: 99.61%
[2025-06-04 23:14:10] State: uit, Confidence: 99.61%
[2025-06-04 23:14:13] State: uit, Confidence: 99.61%
[2025-06-04 23:14:15] State: uit, Confidence: 99.61%
[2025-06-04 23:14:18] State: uit, Confidence: 99.61%
[2025-06-04 23:14:20] State: uit, Confidence: 99.61%
[2025-06-04 23:14:23] State: uit, Confidence: 99.61%
[2025-06-04 23:14:25] State: uit, Confidence: 99.61%
[2025-06-04 23:14:28] State: uit, Confidence: 99.61%
[2025-06-04 23:14:30] State: uit, Confidence: 99.61%
[2025-06-04 23:14:33] State: uit, Confidence: 99.61%
[2025-06-04 23:14:35] State: uit, Confidence: 99.61%
[2025-06-04 23:14:38] State: uit, Confidence: 99.61%
[2025-06-04 23:14:40] State: uit, Confidence: 99.61%
[2025-06-04 23:14:43] State: uit, Confidence: 99.61%
[2025-06-04 23:14:45] State: uit, Confidence: 99.61%
[2025-06-04 23:14:48] State: uit, Confidence: 99.61%
[2025-06-04 23:14:50] State: uit, Confidence: 99.61%
[2025-06-04 23:14:53] State: uit, Confidence: 99.61%
[2025-06-04 23:14:55] State: uit, Confidence: 99.61%
[2025-06-04 23:14:58] State: uit, Confidence: 99.61%
[2025-06-04 23:15:00] State: uit, Confidence: 99.61%
[2025-06-04 23:15:03] State: uit, Confidence: 99.61%
[2025-06-04 23:15:06] State: uit, Confidence: 99.61%
[2025-06-04 23:15:08] State: uit, Confidence: 99.61%
[2025-06-04 23:15:11] State: uit, Confidence: 99.61%
[2025-06-04 23:15:13] State: uit, Confidence: 99.61%
[2025-06-04 23:15:16] State: uit, Confidence: 99.61%
[2025-06-04 23:15:18] State: uit, Confidence: 99.61%
[2025-06-04 23:15:21] State: uit, Confidence: 99.61%
[2025-06-04 23:15:23] State: uit, Confidence: 99.61%
